Fixture ID,Claim ID,Answer ID,Eval ID,Gold Label,Evidence Parcel Count
CVD-SYN-ACT-FIX-0303,V3-13-008,SYN-A013-Q013,Q013,supported,10
CVD-SYN-ACT-FIX-0304,V3-13-009,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0305,V3-13-010,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0306,V3-13-011,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0307,V3-13-012,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0308,V3-13-013,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0309,V3-13-014,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0310,V3-13-015,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0311,V3-13-016,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0312,V3-13-017,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0313,V3-13-018,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0314,V3-13-019,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0315,V3-13-020,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0316,V3-13-021,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0317,V3-13-022,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0318,V3-13-023,SYN-A013-Q013,Q013,supported,1
CVD-SYN-ACT-FIX-0319,V3-13-024,SYN-A013-Q013,Q013,supported,10
CVD-SYN-ACT-FIX-0320,V3-14-001,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0321,V3-14-002,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0322,V3-14-003,SYN-A014-Q014,Q014,unsupported,50
CVD-SYN-ACT-FIX-0323,V3-14-004,SYN-A014-Q014,Q014,unsupported,3
CVD-SYN-ACT-FIX-0324,V3-14-005,SYN-A014-Q014,Q014,unsupported,3
CVD-SYN-ACT-FIX-0325,V3-14-006,SYN-A014-Q014,Q014,unsupported,3
CVD-SYN-ACT-FIX-0326,V3-14-007,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0327,V3-14-008,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0328,V3-14-009,SYN-A014-Q014,Q014,unsupported,2
CVD-SYN-ACT-FIX-0329,V3-14-010,SYN-A014-Q014,Q014,unsupported,2
CVD-SYN-ACT-FIX-0330,V3-14-011,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0331,V3-14-012,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0332,V3-14-013,SYN-A014-Q014,Q014,supported,2
CVD-SYN-ACT-FIX-0333,V3-14-014,SYN-A014-Q014,Q014,supported,2
CVD-SYN-ACT-FIX-0334,V3-14-015,SYN-A014-Q014,Q014,supported,3
CVD-SYN-ACT-FIX-0335,V3-14-016,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0336,V3-14-017,SYN-A014-Q014,Q014,supported,15
CVD-SYN-ACT-FIX-0337,V3-14-018,SYN-A014-Q014,Q014,supported,3
CVD-SYN-ACT-FIX-0338,V3-14-019,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0339,V3-14-020,SYN-A014-Q014,Q014,supported,5
CVD-SYN-ACT-FIX-0340,V3-14-021,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0341,V3-14-022,SYN-A014-Q014,Q014,supported,7
CVD-SYN-ACT-FIX-0342,V3-14-023,SYN-A014-Q014,Q014,supported,6
CVD-SYN-ACT-FIX-0343,V3-14-024,SYN-A014-Q014,Q014,supported,3
CVD-SYN-ACT-FIX-0344,V3-14-025,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0345,V3-14-026,SYN-A014-Q014,Q014,supported,2
CVD-SYN-ACT-FIX-0346,V3-14-027,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0347,V3-14-028,SYN-A014-Q014,Q014,supported,16
CVD-SYN-ACT-FIX-0348,V3-14-029,SYN-A014-Q014,Q014,supported,8
CVD-SYN-ACT-FIX-0349,V3-14-030,SYN-A014-Q014,Q014,unsupported,50
CVD-SYN-ACT-FIX-0350,V3-14-031,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0351,V3-14-032,SYN-A014-Q014,Q014,supported,7
CVD-SYN-ACT-FIX-0352,V3-14-033,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0353,V3-14-034,SYN-A014-Q014,Q014,supported,35
CVD-SYN-ACT-FIX-0354,V3-14-035,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0355,V3-14-036,SYN-A014-Q014,Q014,unsupported,50
CVD-SYN-ACT-FIX-0356,V3-14-037,SYN-A014-Q014,Q014,unsupported,50
CVD-SYN-ACT-FIX-0357,V3-14-038,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0358,V3-14-039,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0359,V3-14-040,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0360,V3-14-041,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0361,V3-14-042,SYN-A014-Q014,Q014,supported,50
CVD-SYN-ACT-FIX-0362,V3-15-001,SYN-A015-Q015,Q015,supported,7
CVD-SYN-ACT-FIX-0363,V3-15-002,SYN-A015-Q015,Q015,supported,2
CVD-SYN-ACT-FIX-0364,V3-15-003,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0365,V3-15-004,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0366,V3-15-005,SYN-A015-Q015,Q015,supported,7
CVD-SYN-ACT-FIX-0367,V3-15-006,SYN-A015-Q015,Q015,supported,2
CVD-SYN-ACT-FIX-0368,V3-15-007,SYN-A015-Q015,Q015,supported,2
CVD-SYN-ACT-FIX-0369,V3-15-008,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0370,V3-15-009,SYN-A015-Q015,Q015,supported,3
CVD-SYN-ACT-FIX-0371,V3-15-010,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0372,V3-15-011,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0373,V3-15-012,SYN-A015-Q015,Q015,supported,7
CVD-SYN-ACT-FIX-0374,V3-15-013,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0375,V3-15-014,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0376,V3-15-015,SYN-A015-Q015,Q015,supported,7
CVD-SYN-ACT-FIX-0377,V3-15-016,SYN-A015-Q015,Q015,supported,7
CVD-SYN-ACT-FIX-0378,V3-15-017,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0379,V3-15-018,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0380,V3-15-019,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0381,V3-15-020,SYN-A015-Q015,Q015,supported,1
CVD-SYN-ACT-FIX-0382,V3-15-021,SYN-A015-Q015,Q015,supported,2
CVD-SYN-ACT-FIX-0383,V3-15-022,SYN-A015-Q015,Q015,supported,7
CVD-SYN-ACT-FIX-0384,V3-16-001,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0385,V3-16-002,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0386,V3-16-003,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0387,V3-16-004,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0388,V3-16-005,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0389,V3-16-006,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0390,V3-16-007,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0391,V3-16-008,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0392,V3-16-009,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0393,V3-16-010,SYN-A016-Q016,Q016,supported,1
CVD-SYN-ACT-FIX-0394,V3-17-001,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0395,V3-17-002,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0396,V3-17-003,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0397,V3-17-004,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0398,V3-17-005,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0399,V3-17-006,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0400,V3-17-007,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0401,V3-17-008,SYN-A017-Q017,Q017,supported,8
CVD-SYN-ACT-FIX-0402,V3-17-009,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0403,V3-17-010,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0404,V3-17-011,SYN-A017-Q017,Q017,supported,8
CVD-SYN-ACT-FIX-0405,V3-17-012,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0406,V3-17-013,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0407,V3-17-014,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0408,V3-17-015,SYN-A017-Q017,Q017,supported,8
CVD-SYN-ACT-FIX-0409,V3-17-016,SYN-A017-Q017,Q017,supported,2
CVD-SYN-ACT-FIX-0410,V3-17-017,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0411,V3-17-018,SYN-A017-Q017,Q017,supported,1
CVD-SYN-ACT-FIX-0412,V3-18-001,SYN-A018-Q018,Q018,supported,50
CVD-SYN-ACT-FIX-0413,V3-18-002,SYN-A018-Q018,Q018,supported,50
CVD-SYN-ACT-FIX-0414,V3-18-003,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0415,V3-18-004,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0416,V3-18-005,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0417,V3-18-006,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0418,V3-18-007,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0419,V3-18-008,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0420,V3-18-009,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0421,V3-18-010,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0422,V3-18-011,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0423,V3-18-012,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0424,V3-18-013,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0425,V3-18-014,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0426,V3-18-015,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0427,V3-18-016,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0428,V3-18-017,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0429,V3-18-018,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0430,V3-18-019,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0431,V3-18-020,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0432,V3-18-021,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0433,V3-18-022,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0434,V3-18-023,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0435,V3-18-024,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0436,V3-18-025,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0437,V3-18-026,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0438,V3-18-027,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0439,V3-18-028,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0440,V3-18-029,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0441,V3-18-030,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0442,V3-18-031,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0443,V3-18-032,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0444,V3-18-033,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0445,V3-18-034,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0446,V3-18-035,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0447,V3-18-036,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0448,V3-18-037,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0449,V3-18-038,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0450,V3-18-039,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0451,V3-18-040,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0452,V3-18-041,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0453,V3-18-042,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0454,V3-18-043,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0455,V3-18-044,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0456,V3-18-045,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0457,V3-18-046,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0458,V3-18-047,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0459,V3-18-048,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0460,V3-18-049,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0461,V3-18-050,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0462,V3-18-051,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0463,V3-18-052,SYN-A018-Q018,Q018,supported,1
CVD-SYN-ACT-FIX-0464,V3-18-053,SYN-A018-Q018,Q018,supported,50
CVD-SYN-ACT-FIX-0465,V3-18-054,SYN-A018-Q018,Q018,supported,50
CVD-SYN-ACT-FIX-0466,V3-19-001,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0467,V3-19-002,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0468,V3-19-003,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0469,V3-19-004,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0470,V3-19-005,SYN-A019-Q019,Q019,supported,8
CVD-SYN-ACT-FIX-0471,V3-19-006,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0472,V3-19-007,SYN-A019-Q019,Q019,supported,8
CVD-SYN-ACT-FIX-0473,V3-19-008,SYN-A019-Q019,Q019,supported,2
CVD-SYN-ACT-FIX-0474,V3-19-009,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0475,V3-19-010,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0476,V3-19-011,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0477,V3-19-012,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0478,V3-19-013,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0479,V3-19-014,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0480,V3-19-015,SYN-A019-Q019,Q019,supported,8
CVD-SYN-ACT-FIX-0481,V3-19-016,SYN-A019-Q019,Q019,supported,1
CVD-SYN-ACT-FIX-0482,V3-19-017,SYN-A019-Q019,Q019,supported,2
CVD-SYN-ACT-FIX-0483,V3-19-018,SYN-A019-Q019,Q019,supported,4
CVD-SYN-ACT-FIX-0484,V3-20-001,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0485,V3-20-002,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0486,V3-20-003,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0487,V3-20-004,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0488,V3-20-005,SYN-A020-Q020,Q020,supported,1
CVD-SYN-ACT-FIX-0489,V3-20-006,SYN-A020-Q020,Q020,supported,1
CVD-SYN-ACT-FIX-0490,V3-20-007,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0491,V3-20-008,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0492,V3-20-009,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0493,V3-20-010,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0494,V3-20-011,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0495,V3-20-012,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0496,V3-20-013,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0497,V3-20-014,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0498,V3-20-015,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0499,V3-20-016,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0500,V3-20-017,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0501,V3-20-018,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0502,V3-20-019,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0503,V3-20-020,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0504,V3-20-021,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0505,V3-20-022,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0506,V3-20-023,SYN-A020-Q020,Q020,supported,2
CVD-SYN-ACT-FIX-0507,V3-21-001,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0508,V3-21-002,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0509,V3-21-003,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0510,V3-21-004,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0511,V3-21-005,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0512,V3-21-006,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0513,V3-21-007,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0514,V3-21-008,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0515,V3-21-009,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0516,V3-21-010,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0517,V3-21-011,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0518,V3-21-012,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0519,V3-21-013,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0520,V3-21-014,SYN-A021-Q021,Q021,supported,2
CVD-SYN-ACT-FIX-0521,V3-21-015,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0522,V3-21-016,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0523,V3-21-017,SYN-A021-Q021,Q021,supported,1
CVD-SYN-ACT-FIX-0524,V3-21-018,SYN-A021-Q021,Q021,supported,8
CVD-SYN-ACT-FIX-0525,V3-21-019,SYN-A021-Q021,Q021,supported,5
CVD-SYN-ACT-FIX-0526,V3-23-001,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0527,V3-23-002,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0528,V3-23-003,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0529,V3-23-004,SYN-A023-Q001,Q001,supported,1
CVD-SYN-ACT-FIX-0530,V3-23-005,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0531,V3-23-006,SYN-A023-Q001,Q001,supported,2
CVD-SYN-ACT-FIX-0532,V3-23-007,SYN-A023-Q001,Q001,supported,1
CVD-SYN-ACT-FIX-0533,V3-23-008,SYN-A023-Q001,Q001,supported,1
CVD-SYN-ACT-FIX-0534,V3-23-009,SYN-A023-Q001,Q001,supported,1
CVD-SYN-ACT-FIX-0535,V3-23-010,SYN-A023-Q001,Q001,supported,1
CVD-SYN-ACT-FIX-0536,V3-23-011,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0537,V3-23-012,SYN-A023-Q001,Q001,supported,2
CVD-SYN-ACT-FIX-0538,V3-23-013,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0539,V3-23-014,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0540,V3-23-015,SYN-A023-Q001,Q001,supported,6
CVD-SYN-ACT-FIX-0541,V3-24-001,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0542,V3-24-002,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0543,V3-24-003,SYN-A024-Q002,Q002,supported,1
CVD-SYN-ACT-FIX-0544,V3-24-004,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0545,V3-24-005,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0546,V3-24-006,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0547,V3-24-007,SYN-A024-Q002,Q002,supported,1
CVD-SYN-ACT-FIX-0548,V3-24-008,SYN-A024-Q002,Q002,supported,1
CVD-SYN-ACT-FIX-0549,V3-24-009,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0550,V3-24-010,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0551,V3-24-011,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0552,V3-24-012,SYN-A024-Q002,Q002,supported,1
CVD-SYN-ACT-FIX-0553,V3-24-013,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0554,V3-24-014,SYN-A024-Q002,Q002,supported,2
CVD-SYN-ACT-FIX-0555,V3-25-001,SYN-A025-Q003,Q003,supported,8
CVD-SYN-ACT-FIX-0556,V3-25-002,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0557,V3-25-003,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0558,V3-25-004,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0559,V3-25-005,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0560,V3-25-006,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0561,V3-25-007,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0562,V3-25-008,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0563,V3-25-009,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0564,V3-25-010,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0565,V3-25-011,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0566,V3-25-012,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0567,V3-25-013,SYN-A025-Q003,Q003,supported,1
CVD-SYN-ACT-FIX-0568,V3-25-014,SYN-A025-Q003,Q003,supported,3
CVD-SYN-ACT-FIX-0569,V3-26-001,SYN-A026-Q004,Q004,supported,1
CVD-SYN-ACT-FIX-0570,V3-26-002,SYN-A026-Q004,Q004,supported,6
CVD-SYN-ACT-FIX-0571,V3-26-003,SYN-A026-Q004,Q004,supported,6
CVD-SYN-ACT-FIX-0572,V3-26-004,SYN-A026-Q004,Q004,supported,6
CVD-SYN-ACT-FIX-0573,V3-26-005,SYN-A026-Q004,Q004,supported,2
CVD-SYN-ACT-FIX-0574,V3-26-006,SYN-A026-Q004,Q004,supported,1
CVD-SYN-ACT-FIX-0575,V3-26-007,SYN-A026-Q004,Q004,unsupported,6
CVD-SYN-ACT-FIX-0576,V3-26-008,SYN-A026-Q004,Q004,supported,2
CVD-SYN-ACT-FIX-0577,V3-26-009,SYN-A026-Q004,Q004,supported,1
CVD-SYN-ACT-FIX-0578,V3-26-010,SYN-A026-Q004,Q004,supported,1
CVD-SYN-ACT-FIX-0579,V3-26-011,SYN-A026-Q004,Q004,supported,6
CVD-SYN-ACT-FIX-0580,V3-26-012,SYN-A026-Q004,Q004,supported,3
CVD-SYN-ACT-FIX-0581,V3-27-001,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0582,V3-27-002,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0583,V3-27-003,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0584,V3-27-004,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0585,V3-27-005,SYN-A027-Q005,Q005,contradicted,8
CVD-SYN-ACT-FIX-0586,V3-27-006,SYN-A027-Q005,Q005,unsupported,1
CVD-SYN-ACT-FIX-0587,V3-27-007,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0588,V3-27-008,SYN-A027-Q005,Q005,supported,2
CVD-SYN-ACT-FIX-0589,V3-27-009,SYN-A027-Q005,Q005,supported,1
CVD-SYN-ACT-FIX-0590,V3-27-010,SYN-A027-Q005,Q005,supported,1
CVD-SYN-ACT-FIX-0591,V3-27-011,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0592,V3-27-012,SYN-A027-Q005,Q005,supported,3
CVD-SYN-ACT-FIX-0593,V3-27-013,SYN-A027-Q005,Q005,unsupported,1
CVD-SYN-ACT-FIX-0594,V3-27-014,SYN-A027-Q005,Q005,supported,1
CVD-SYN-ACT-FIX-0595,V3-27-015,SYN-A027-Q005,Q005,supported,1
CVD-SYN-ACT-FIX-0596,V3-27-016,SYN-A027-Q005,Q005,supported,1
CVD-SYN-ACT-FIX-0597,V3-27-017,SYN-A027-Q005,Q005,supported,8
CVD-SYN-ACT-FIX-0598,V3-27-018,SYN-A027-Q005,Q005,unsupported,2
CVD-SYN-ACT-FIX-0599,V3-27-019,SYN-A027-Q005,Q005,unsupported,1
CVD-SYN-ACT-FIX-0600,V3-27-020,SYN-A027-Q005,Q005,supported,2
CVD-SYN-ACT-FIX-0601,V3-28-001,SYN-A028-Q006,Q006,supported,33
CVD-SYN-ACT-FIX-0602,V3-28-002,SYN-A028-Q006,Q006,supported,1
CVD-SYN-ACT-FIX-0603,V3-28-003,SYN-A028-Q006,Q006,supported,1
CVD-SYN-ACT-FIX-0604,V3-28-004,SYN-A028-Q006,Q006,supported,2
